::ffff:184.105.139.68 - - [08/Apr/2022:00:05:25 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.248.133.61 - - [08/Apr/2022:01:20:49 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.248.133.61 - - [08/Apr/2022:01:20:49 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.61 - - [08/Apr/2022:01:20:49 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.61 - - [08/Apr/2022:01:20:49 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.61 - - [08/Apr/2022:01:20:49 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:23.225.163.200 - - [08/Apr/2022:01:21:32 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:23.225.163.200 - - [08/Apr/2022:01:21:37 +0000] "GET /users/signin HTTP/1.1" 200 2817 "http://50.19.145.241:8000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
::ffff:23.225.163.200 - - [08/Apr/2022:01:21:38 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Go-http-client/1.1"
::ffff:23.225.163.200 - - [08/Apr/2022:01:21:39 +0000] "GET /robots.txt HTTP/1.1" 404 149 "-" "Go-http-client/1.1"
::ffff:23.225.163.200 - - [08/Apr/2022:01:21:41 +0000] "GET /sitemap.xml HTTP/1.1" 404 150 "-" "Go-http-client/1.1"
::ffff:223.225.248.27 - - [08/Apr/2022:02:02:43 +0000] "GET / HTTP/1.1" 200 220156 "-" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36"
::ffff:223.225.248.27 - - [08/Apr/2022:02:02:54 +0000] "GET /users/findFriends HTTP/1.1" 200 43710 "http://namastebuddies.in:8000/" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36"
::ffff:223.225.248.27 - - [08/Apr/2022:02:03:00 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://namastebuddies.in:8000/users/findFriends" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36"
::ffff:223.225.248.27 - - [08/Apr/2022:02:09:54 +0000] "GET / HTTP/1.1" 304 - "android-app://com.linkedin.android/" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.87 Mobile Safari/537.36"
::ffff:171.67.71.80 - - [08/Apr/2022:03:40:22 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:162.142.125.219 - - [08/Apr/2022:03:44:29 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:162.142.125.219 - - [08/Apr/2022:03:44:29 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.219 - - [08/Apr/2022:03:44:30 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.219 - - [08/Apr/2022:03:44:30 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.219 - - [08/Apr/2022:03:44:30 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.94.146.59 - - [08/Apr/2022:06:48:34 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.94.146.59 - - [08/Apr/2022:06:48:34 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.146.59 - - [08/Apr/2022:06:48:35 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.94.146.59 - - [08/Apr/2022:06:48:35 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.146.59 - - [08/Apr/2022:06:48:35 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.63 - - [08/Apr/2022:08:17:21 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.248.133.63 - - [08/Apr/2022:08:17:21 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.63 - - [08/Apr/2022:08:17:21 +0000] "PRI * HTTP/2.0" - - "-" "-"
